0.133256747,0.333428,0.022394547,0.40989,-0.018721624,-0.267686,0.17234,-0.247731,0.565443,-0.466728,C
0.034468698,0.975185,0.008291755,0.075589,0.009792145,0.627349,0.261718,0.251173,0.831628,0.582054,A
-0.020892191,0.069175,-0.005811019,0.068476,0.003311753,0.525284,0.261718,0.095265,0.166658,0.124782,C
0.173863198,-0.157328,0.029445925,0.310311,0.002015653,0.179832,-1.257711,0.032902,1.179988,-0.562038,B
-0.056326253,0.257927,-0.011295434,0.175168,-0.022609923,0.195534,0.261718,0.656532,-0.027618,1.028608,A
-0.180547194,0.446679,-0.026965189,0.388552,-0.01612953,0.250492,0.082961,0.718895,-0.002584,0.861111,B
0.064004487,0.333428,0.007508283,0.505913,0.005903952,-0.652394,0.261718,-0.341275,-1.24874,-1.306405,B
-0.013902346,0.144676,-0.003460547,0.271191,0.016272643,-0.03215,0.261718,-1.151994,0.057241,-1.182419,A
0.053075579,0.408929,0.006724792,-0.045329,0.005903952,0.077766,-0.095795,0.313536,0.285383,0.129383,A
-0.085636803,-0.270579,-0.012862396,0.441898,-0.000576441,-0.181323,0.261718,0.375899,-1.339925,-0.621682,C
-0.050727165,0.710932,-0.003460547,0.470349,-0.012241232,-0.087108,0.17234,0.874802,-0.099617,0.97374,A
0.022605912,-0.081827,0.002023868,0.384996,0.012384344,-0.652394,-0.185173,-0.684271,-1.694222,-1.813128,B
0.174033303,-0.157328,0.033363358,0.271191,0.000719554,0.329004,0.17234,-0.559546,-0.813522,-0.952016,A
0.02478409,0.52218,0.009858736,0.278304,0.008496046,-2.426761,0.17234,0.18881,0.506662,-0.052345,C
0.039574848,0.144676,0.01377617,0.37077,-0.004464739,-2.426761,0.17234,0.032902,0.77977,-0.325578,A
-0.03713498,0.55993,-0.010511943,0.118265,0.024049135,0.226939,0.17234,-0.154186,-0.472443,0.083796,C
-0.054365344,0.698348,-0.003460547,0.114709,0.046082512,0.211237,0.261718,0.157628,0.937882,1.333372,A
-0.11896363,0.52218,-0.021480774,0.100483,0.008496046,-0.322644,0.261718,0.18881,-0.519439,-0.667658,A
-0.001863053,0.144676,0.002023868,-3.210528,0.012384344,-0.338346,0.351096,-0.497183,-1.790689,0.719787,A
-0.143627915,0.144676,-0.021480774,0.434785,0.043490313,-0.377602,-0.721442,1.24898,0.244803,1.773442,B
-0.020933084,-0.157328,-0.004244038,0.160942,-0.023906022,0.588093,0.261718,-0.185368,-0.889699,1.468328,C
-0.090194881,0.220177,-0.014429377,0.374326,-0.00316864,-0.118513,0.261718,0.687713,-0.066706,0.483637,A
0.179175512,0.52218,0.028662434,0.061363,-0.00187254,-0.079257,0.261718,-0.278912,0.565085,-0.659328,A
-0.099962843,0.295677,-0.019130302,0.466793,-0.00187254,-0.401156,0.261718,-0.621908,0.631147,0.106842,B
-0.038576037,0.182426,-0.008161472,0.352988,0.003311753,-0.385453,0.261718,0.064084,0.546705,0.445,A
-0.35181466,0.144676,-0.025398208,0.335206,0.027937329,0.030659,-4.654081,-2.180982,-2.318136,-2.638147,A
0.04546685,0.333428,0.002807358,0.292529,-0.026498116,-0.087108,0.17234,-0.185368,0.240776,-0.583434,A
-0.019827402,-0.270579,-0.001110094,0.23207,0.020160836,-0.055704,-0.989576,0.968347,0.604621,1.548203,A
-0.070712261,0.484429,-0.013645887,0.214288,0.03700992,-0.134216,0.261718,-0.247731,-0.229323,-0.152606,C
0.103928951,0.52218,0.01377617,-0.002652,0.016272643,0.588093,0.261718,-0.590727,-0.309259,0.721534,C
-0.092699028,0.333428,-0.015996358,0.338762,0.014976543,0.062064,-4.922215,-1.775623,0.963304,1.073535,A
-0.026758978,0.484429,-0.006594509,0.136047,0.024049135,0.156278,0.082961,0.219991,1.401386,1.376221,A
0.108683786,-0.270579,0.016910132,-1.681275,-0.004464739,-0.024299,0.261718,1.03071,0.307284,1.338653,B
-0.021257485,0.484429,-0.001110094,-3.210528,-0.058900289,-0.43256,0.17234,0.469443,-0.875108,-0.0618,A
0.145955947,-0.081827,0.024745,0.417003,0.008496046,-0.314793,0.082961,-0.154186,1.051058,-0.093311,A
0.038587404,0.597681,0.009858736,0.395665,0.007200051,-0.652394,0.261718,0.469443,1.220985,0.510624,A
-0.071055476,0.031425,-0.009728453,0.317424,0.088853271,-0.016448,0.261718,0.18881,-0.526838,-0.337518,C
0.153205653,0.220177,0.031012906,0.043581,0.009792145,-0.134216,0.261718,-2.274526,-0.654873,-2.381456,B
0.061780582,0.408929,0.009075245,0.338762,0.009792145,-0.157769,0.261718,0.251173,-1.203923,0.661618,A
0.067708905,0.635431,0.01377617,0.324537,0.000719554,-0.110662,0.261718,-0.341275,-0.772226,-1.55933,C
0.035815296,0.786433,0.007508283,0.214288,0.026641229,-0.071406,0.261718,0.344717,0.915742,0.986845,A
-0.035945814,0.333428,0.004374321,0.317424,-0.009649033,-0.016448,0.261718,0.126447,-0.526838,-0.631429,C
-0.04096064,0.371178,-0.002677057,0.047137,0.008496046,0.407516,0.261718,-0.154186,0.460921,0.422187,C
-0.073666885,0.55993,-0.016779849,0.189393,-0.023906022,0.258344,0.17234,-1.214356,-0.133304,-1.140598,A
-0.157057835,0.031425,0.002807358,-3.210528,0.020160836,-2.395356,-0.721442,0.438262,-1.128463,-0.161071,A
-0.11685143,0.106925,-0.019130302,0.324537,-0.031682514,-0.22843,0.261718,-0.091823,-0.869141,0.345108,C
0.016693397,0.824183,0.009858736,-0.155578,0.016272643,0.211237,0.261718,0.095265,-0.311855,0.365999,A
0.175283743,-0.497081,0.033363358,-3.210528,0.026641229,-0.220579,0.261718,0.251173,1.071885,-0.101058,A
0.08958867,-2.950858,0.012992698,0.111153,-0.007056939,0.148427,0.261718,-0.029461,0.179577,-0.168954,A
-0.10931678,-0.497081,-0.015212868,0.28186,0.002015653,-0.322644,0.261718,0.157628,0.274612,1.034976,C
-0.026979513,-0.270579,-0.008944962,0.32098,-0.008353038,-0.204876,0.261718,-0.091823,-0.694588,0.600227,C
0.116168137,-0.044076,0.011425717,0.132491,-0.032978614,0.289748,0.261718,-0.216549,-0.234783,-1.077653,B
0.0109715,0.106925,0.001240377,0.356544,0.118663245,-0.448263,0.261718,-0.466001,-0.003837,-0.131132,C
-0.272107617,0.748682,-0.030882623,0.335206,0.022753036,0.030659,-4.654081,-2.368071,-2.318136,-2.967859,A
0.073638796,0.144676,0.016126642,0.303198,-0.017425525,0.187683,-1.79398,0.687713,-0.717056,1.421847,A
0.181750731,0.257927,0.030229415,0.352988,-0.0446433,-2.426761,-0.095795,-0.403638,-0.05119,-0.464903,A
-0.006877879,0.220177,0.004374321,0.278304,0.003311753,-2.426761,0.17234,-0.278912,0.506662,0.46894,C
0.096101124,0.257927,0.012992698,0.260522,0.004607852,-0.377602,0.261718,-0.278912,0.107578,-0.388134,C
-0.106432967,0.408929,-0.014429377,0.068476,-0.022609923,-0.03215,-0.989576,0.375899,-0.151655,0.509673,C
-0.04358616,0.333428,-0.006594509,0.456124,0.004607852,-0.204876,0.17234,0.874802,-0.099826,0.684121,B
-0.118735256,0.182426,-0.018346811,0.352988,0.013680444,-0.338346,0.17234,-0.528364,-1.154243,-0.044171,C
-0.097090136,0.069175,-0.011295434,0.121822,-0.008353038,-0.173471,0.17234,-0.154186,-1.139205,-0.32983,A
0.150096602,0.144676,0.027095472,-3.210528,-0.00316864,0.407516,0.261718,-0.528364,-0.636404,-1.208765,A
0.019890636,0.408929,-0.000326604,0.217845,0.000719554,0.171981,0.261718,0.531806,1.738109,1.460193,A
0.007749045,0.975185,0.005157811,0.111153,0.008496046,0.148427,0.261718,0.001721,0.179577,-0.172934,A
-0.09705865,-0.044076,-0.019130302,0.260522,0.013680444,-0.212727,0.261718,-0.154186,-0.527256,-0.882587,C
0.040494616,0.55993,0.007508283,0.313868,0.027937329,-0.149918,0.261718,0.282354,-0.243616,0.251895,A
0.085410258,-0.157328,0.016126642,0.288973,0.013680444,0.10132,0.261718,0.469443,0.722153,0.467173,A
0.068038009,0.597681,0.017693623,0.40989,0.003311753,-0.110662,0.261718,0.562987,1.097277,0.829056,A
